,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,11.349130317665361,2024-06-18 08:48:20.052546,2024-06-18 08:49:18.141962,True,cosine,False,False,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,36.27644745535826,2024-06-18 08:48:20.057909,2024-06-18 09:06:44.947421,False,log interpolate,True,True,7,True,True,True,False,False,False,False,False,False,True,1
2,2,TrialState.COMPLETE,37.37647092350292,2024-06-18 08:48:20.057974,2024-06-18 09:04:18.359602,False,chebyschev,True,False,1,True,False,True,True,False,False,True,False,False,True,2
3,3,TrialState.COMPLETE,25.7897752890573,2024-06-18 08:48:20.058164,2024-06-18 08:48:45.524396,True,log interpolate,False,False,14,True,False,True,True,False,True,False,False,True,True,3
4,4,TrialState.COMPLETE,36.874516656075045,2024-06-18 08:48:20.058212,2024-06-18 08:50:33.491030,False,Q^-2 power series,False,True,1,True,False,False,False,True,True,False,True,False,True,4
5,5,TrialState.COMPLETE,26.434887340296193,2024-06-18 08:48:20.058260,2024-06-18 08:48:42.310538,True,chebyschev,True,True,10,False,False,True,True,True,True,False,True,True,True,5
6,6,TrialState.COMPLETE,24.822538133539837,2024-06-18 08:48:20.058407,2024-06-18 08:48:47.098214,True,log interpolate,False,True,16,True,False,True,False,True,True,True,True,True,False,6
7,7,TrialState.COMPLETE,37.97421639882741,2024-06-18 08:48:20.058512,2024-06-18 08:49:23.562438,False,inv interpolate,False,False,2,True,True,True,False,True,True,False,False,False,True,7
8,8,TrialState.COMPLETE,27.20001798870643,2024-06-18 08:48:20.058550,2024-06-18 08:48:45.944116,True,Q^-2 power series,True,True,7,True,False,True,True,True,True,False,False,True,False,8
9,9,TrialState.COMPLETE,26.860409539889858,2024-06-18 08:48:20.058926,2024-06-18 08:48:46.342407,True,log interpolate,True,True,5,True,False,False,False,False,False,False,True,True,False,9
10,10,TrialState.COMPLETE,39.68121670152123,2024-06-18 08:48:42.323892,2024-06-18 08:49:52.486666,False,Q^-2 power series,True,True,5,False,False,True,False,True,False,True,False,False,False,10
11,11,TrialState.COMPLETE,11.52589618715121,2024-06-18 08:48:45.530885,2024-06-18 08:49:38.913364,True,Q^-2 power series,True,True,15,False,True,True,False,False,False,True,False,False,True,11
12,12,TrialState.COMPLETE,27.20001798870643,2024-06-18 08:48:45.954999,2024-06-18 08:49:09.754033,True,Q^-2 power series,True,False,7,True,False,True,False,True,False,False,False,True,True,12
13,13,TrialState.COMPLETE,44.5964917352518,2024-06-18 08:48:46.358547,2024-06-18 08:49:46.916315,False,Q^-2 power series,True,True,9,False,False,False,False,False,True,False,True,False,False,13
14,14,TrialState.COMPLETE,39.32608640449502,2024-06-18 08:48:47.110138,2024-06-18 08:50:03.821553,False,Q^-2 power series,True,False,10,True,True,True,False,True,False,True,True,False,True,14
15,15,TrialState.COMPLETE,7.571499873590115,2024-06-18 08:49:09.762050,2024-06-18 08:51:47.518618,True,cosine,False,True,12,True,False,False,True,False,False,False,True,False,False,15
16,16,TrialState.COMPLETE,39.4127261848734,2024-06-18 08:49:18.151188,2024-06-18 08:50:11.364027,False,Q^2 power series,False,True,10,False,True,True,False,True,True,False,False,False,False,16
17,17,TrialState.COMPLETE,36.70530671469782,2024-06-18 08:49:23.576229,2024-06-18 08:50:12.775315,False,cosine,False,False,6,True,False,False,False,True,True,False,False,False,True,17
18,18,TrialState.COMPLETE,26.480970241777506,2024-06-18 08:49:38.921505,2024-06-18 08:49:58.055060,True,log interpolate,True,True,11,True,True,False,True,False,False,False,True,True,False,18
19,19,TrialState.COMPLETE,38.44298546872141,2024-06-18 08:49:46.931948,2024-06-18 08:50:40.769103,False,log interpolate,False,False,14,True,False,True,False,True,True,True,True,False,False,19
20,20,TrialState.COMPLETE,7.660965918609976,2024-06-18 08:49:52.496246,2024-06-18 08:50:39.604446,True,cosine,False,False,13,False,True,True,True,True,False,True,True,False,False,20
21,21,TrialState.COMPLETE,37.952247128810015,2024-06-18 08:49:58.064123,2024-06-18 08:50:51.855907,False,cosine,False,False,15,True,True,True,False,True,True,False,False,False,True,21
22,22,TrialState.COMPLETE,8.393641804089253,2024-06-18 08:50:03.839273,2024-06-18 08:51:24.459925,True,Q^-2 power series,False,True,4,True,True,True,False,True,False,False,True,False,True,22
23,23,TrialState.COMPLETE,57.324557008429046,2024-06-18 08:50:11.375237,2024-06-18 08:50:25.695800,True,Q^2 power series,False,True,5,True,False,True,False,True,False,False,False,True,True,23
24,24,TrialState.COMPLETE,72.23810770954645,2024-06-18 08:50:12.786925,2024-06-18 08:50:20.462264,True,inv interpolate,True,False,13,True,True,False,True,False,False,True,False,True,False,24
25,25,TrialState.COMPLETE,71.36180396355812,2024-06-18 08:50:20.482566,2024-06-18 08:50:33.692768,False,inv interpolate,False,True,15,False,True,True,True,True,True,True,False,True,True,25
26,26,TrialState.COMPLETE,25.168288479337015,2024-06-18 08:50:25.716185,2024-06-18 08:50:47.376336,True,cosine,False,False,13,True,True,False,False,False,True,True,True,True,False,26
27,27,TrialState.COMPLETE,8.927772913540403,2024-06-18 08:50:33.509640,2024-06-18 08:51:16.580885,True,chebyschev,True,False,16,False,False,True,False,True,False,True,True,False,False,27
28,28,TrialState.COMPLETE,26.90271042509613,2024-06-18 08:50:33.731096,2024-06-18 08:50:53.675416,True,log interpolate,False,True,5,False,False,False,False,True,False,False,True,True,False,28
29,29,TrialState.COMPLETE,7.852406254197468,2024-06-18 08:50:39.637812,2024-06-18 08:51:26.433368,True,cosine,False,False,12,False,True,True,True,True,False,True,True,False,False,29
30,30,TrialState.COMPLETE,7.733990637438948,2024-06-18 08:50:40.807411,2024-06-18 08:51:32.215472,True,cosine,False,False,12,False,True,True,True,False,False,True,False,False,True,30
31,31,TrialState.COMPLETE,7.669668635902517,2024-06-18 08:50:47.389562,2024-06-18 08:51:34.961649,True,cosine,False,False,16,False,True,True,True,False,False,True,False,False,True,31
32,32,TrialState.COMPLETE,7.733990637438948,2024-06-18 08:50:51.868533,2024-06-18 08:51:39.066751,True,cosine,False,False,12,False,True,True,True,False,False,True,False,False,True,32
33,33,TrialState.COMPLETE,7.733990637438948,2024-06-18 08:50:53.713424,2024-06-18 08:51:43.577684,True,cosine,False,False,12,False,True,True,True,False,False,True,False,False,True,33
34,34,TrialState.COMPLETE,9.819014940321438,2024-06-18 08:51:16.598083,2024-06-18 08:52:07.335935,True,chebyschev,False,False,3,False,False,True,True,True,False,True,True,False,False,34
35,35,TrialState.COMPLETE,7.867835064477278,2024-06-18 08:51:24.508440,2024-06-18 08:52:20.160726,True,chebyschev,False,False,12,False,True,True,True,True,False,True,True,False,False,35
36,36,TrialState.COMPLETE,7.852406254197468,2024-06-18 08:51:26.449310,2024-06-18 08:52:15.420429,True,cosine,False,False,12,False,True,True,True,True,False,True,True,False,False,36
37,37,TrialState.COMPLETE,7.901907013855918,2024-06-18 08:51:32.233787,2024-06-18 08:52:22.649000,True,cosine,False,False,12,False,True,True,True,False,False,True,True,False,False,37
38,38,TrialState.COMPLETE,7.733990637438948,2024-06-18 08:51:34.991220,2024-06-18 08:52:31.681593,True,cosine,False,False,12,False,True,True,True,False,False,True,False,False,True,38
39,39,TrialState.COMPLETE,7.733990637438948,2024-06-18 08:51:39.098500,2024-06-18 08:52:35.026136,True,cosine,False,False,12,False,True,True,True,False,False,True,False,False,True,39
