,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,19.49789627747661,2024-06-18 03:24:38.389315,2024-06-18 03:26:05.577735,True,cosine,False,True,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,54.01428522101467,2024-06-18 03:24:38.394185,2024-06-18 03:26:24.822553,False,cosine,False,True,10,False,False,True,False,False,False,False,True,False,False,1
2,2,TrialState.COMPLETE,43.68995512582413,2024-06-18 03:24:38.406932,2024-06-18 03:25:45.685638,False,log interpolate,True,True,7,False,True,True,False,True,False,False,False,False,True,2
3,3,TrialState.COMPLETE,70.75945028468324,2024-06-18 03:24:38.418082,2024-06-18 03:24:57.243029,False,Q^2 power series,True,True,12,False,False,False,True,False,False,True,True,True,False,3
4,4,TrialState.COMPLETE,47.64687748464253,2024-06-18 03:24:38.435142,2024-06-18 03:26:58.557767,False,inv interpolate,False,False,12,True,True,True,True,False,True,True,False,False,True,4
5,5,TrialState.COMPLETE,46.85038603729706,2024-06-18 03:24:38.439618,2024-06-18 03:26:02.644528,False,inv interpolate,False,False,9,True,False,True,False,True,True,True,True,False,False,5
6,6,TrialState.COMPLETE,13.385149795729662,2024-06-18 03:24:38.439800,2024-06-18 03:25:45.680501,True,cosine,True,True,9,False,False,False,False,True,True,False,True,False,True,6
7,7,TrialState.COMPLETE,16.16661809345355,2024-06-18 03:24:38.440508,2024-06-18 03:26:47.160590,True,cosine,False,True,13,True,False,False,True,False,True,False,False,False,True,7
8,8,TrialState.COMPLETE,70.87317476127643,2024-06-18 03:24:38.440625,2024-06-18 03:24:59.851704,False,log interpolate,True,True,5,True,True,False,True,True,True,True,True,True,True,8
9,9,TrialState.COMPLETE,28.512628553170146,2024-06-18 03:24:38.440757,2024-06-18 03:25:04.344148,True,chebyschev,False,True,6,True,True,True,True,True,True,False,False,True,True,9
10,10,TrialState.COMPLETE,43.562299484205475,2024-06-18 03:24:57.249374,2024-06-18 03:26:16.560521,False,Q^-2 power series,True,True,5,False,False,True,False,True,False,False,False,False,False,10
11,11,TrialState.COMPLETE,14.105046198024967,2024-06-18 03:24:59.857171,2024-06-18 03:26:03.368709,True,Q^-2 power series,True,True,15,False,True,True,False,False,False,True,False,False,True,11
12,12,TrialState.COMPLETE,25.642224530176883,2024-06-18 03:25:04.354953,2024-06-18 03:25:32.779957,True,Q^-2 power series,True,False,7,True,False,True,False,True,False,False,False,True,True,12
13,13,TrialState.COMPLETE,50.82155612241712,2024-06-18 03:25:32.790999,2024-06-18 03:26:45.484742,False,Q^-2 power series,True,True,9,False,False,False,False,False,True,False,True,False,False,13
14,14,TrialState.COMPLETE,70.75945028468324,2024-06-18 03:25:45.695043,2024-06-18 03:26:04.480874,False,Q^-2 power series,True,False,10,True,False,False,True,False,False,True,False,True,True,14
15,15,TrialState.COMPLETE,54.24888191997878,2024-06-18 03:25:45.716903,2024-06-18 03:32:14.829714,False,Q^2 power series,False,True,7,True,True,False,False,False,False,True,True,False,False,15
16,16,TrialState.COMPLETE,42.71142001564581,2024-06-18 03:26:02.657775,2024-06-18 03:27:22.661088,False,Q^2 power series,False,True,10,False,True,True,False,True,True,False,False,False,False,16
17,17,TrialState.COMPLETE,43.09185413087665,2024-06-18 03:26:03.382654,2024-06-18 03:31:42.099280,False,cosine,False,False,6,True,False,False,False,True,True,False,False,False,True,17
18,18,TrialState.COMPLETE,25.79776146109879,2024-06-18 03:26:04.509662,2024-06-18 03:26:24.851451,True,log interpolate,True,True,11,True,True,False,True,False,False,False,True,True,False,18
19,19,TrialState.COMPLETE,46.849782086454766,2024-06-18 03:26:05.586396,2024-06-18 03:27:29.860030,False,log interpolate,False,False,14,True,False,True,False,True,True,True,True,False,False,19
20,20,TrialState.COMPLETE,12.80887241986417,2024-06-18 03:26:16.582430,2024-06-18 03:27:11.510602,True,cosine,False,False,13,False,True,True,True,True,False,True,True,False,False,20
21,21,TrialState.COMPLETE,71.19712893711517,2024-06-18 03:26:24.832993,2024-06-18 03:26:45.117713,False,cosine,False,True,15,False,False,False,False,True,False,False,True,True,False,21
22,22,TrialState.COMPLETE,11.104006767750185,2024-06-18 03:26:24.876890,2024-06-18 03:27:43.303226,True,cosine,True,True,13,True,True,True,True,True,False,False,True,False,False,22
23,23,TrialState.COMPLETE,64.82776534186335,2024-06-18 03:26:45.132798,2024-06-18 03:26:58.378926,True,Q^2 power series,False,True,5,True,False,True,False,True,False,False,False,True,True,23
24,24,TrialState.COMPLETE,84.50896430054281,2024-06-18 03:26:45.494942,2024-06-18 03:26:56.355224,True,inv interpolate,True,False,13,True,True,False,True,False,False,True,False,True,False,24
25,25,TrialState.COMPLETE,71.31450468424919,2024-06-18 03:26:47.168817,2024-06-18 03:27:08.166440,False,inv interpolate,False,True,15,False,True,True,True,True,True,True,False,True,True,25
