Date_Time,CsBr,CsBr_sig,PbBr2,PbBr2_sig,CsPbBr3,CsPbBr3_sig,Cs4PbBr6,Cs4PbBr6_sig,time
2024-06-18 17:48:20,0.29416,0.00908,0.41851,0.01268,0.17238,0.00635,0.11495,0.00394,120
2024-06-18 16:02:31,0.27168,0.00759,0.37875,0.01056,0.20518,0.00661,0.14439,0.00347,150
2024-06-18 16:33:41,0.20297,0.00509,0.29906,0.00712,0.30427,0.00784,0.1937,0.00313,180
