Date_Time,CsPbBr3,CsPbBr3_sig,Cs4PbBr6,Cs4PbBr6_sig,PbBr2,PbBr2_sig,CsBr,CsBr_sig,time
2024-06-18 14:03:53,0.123,,0.517,,0.335,,0.025,,120
2024-06-18 14:34:49,0.19557,0.00532,0.45184,0.00847,0.3423,0.0078,0.01029,0.00261,150
2024-06-18 16:02:31,0.294,,0.409,,0.297,,0.001,,180
