Date_Time,CsBr,CsBr_sig,PbBr2,PbBr2_sig,CsPbBr3,CsPbBr3_sig,Cs4PbBr6,Cs4PbBr6_sig,time
2024-06-18 11:24:56,0.35338,0.00825,0.57573,0.0097,0.05486,0.00376,0.01603,0.00241,30
2024-06-18 12:24:38,0.33011,0.00666,0.50982,0.00706,0.06052,0.00286,0.09955,0.00253,60
2024-06-18 12:50:27,0.27098,0.00625,0.44917,0.00718,0.05187,0.00312,0.22798,0.00344,90
