Date_Time,CsBr,CsBr_sig,PbBr2,PbBr2_sig,CsPbBr3,CsPbBr3_sig,Cs4PbBr6,Cs4PbBr6_sig,time
2024-06-18 15:36:09,0.3654,0.01762,0.59055,0.03054,0.04173,0.00354,0.00232,0.00057,30
2024-06-18 14:34:49,0.33144,0.01415,0.52078,0.02394,0.11927,0.00646,0.02851,0.00132,60
2024-06-18 16:53:27,0.31307,0.01113,0.47939,0.01727,0.13962,0.00618,0.06791,0.00352,90
