,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,15.845087260142392,2024-06-17 13:24:22.809956,2024-06-17 13:25:17.159694,True,cosine,False,True,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,44.10472458776889,2024-06-17 13:24:22.812422,2024-06-17 13:25:43.834200,False,cosine,False,True,10,False,False,True,False,False,False,False,True,False,False,1
2,2,TrialState.COMPLETE,7.261242094641538,2024-06-17 13:24:22.817828,2024-06-17 13:25:26.386218,True,log interpolate,False,True,15,False,False,False,True,True,False,True,True,False,True,2
3,3,TrialState.COMPLETE,25.275377567946123,2024-06-17 13:24:22.823507,2024-06-17 13:24:47.595424,True,inv interpolate,True,True,1,True,True,True,True,True,True,False,False,True,True,3
4,4,TrialState.COMPLETE,14.148169177264222,2024-06-17 13:24:22.823548,2024-06-17 13:25:31.422892,True,chebyschev,False,False,16,False,True,False,True,False,True,True,False,False,False,4
5,5,TrialState.COMPLETE,43.94153415823889,2024-06-17 13:24:22.823932,2024-06-17 13:25:48.582945,False,Q^2 power series,False,True,16,True,False,True,True,True,False,True,True,False,False,5
6,6,TrialState.COMPLETE,19.956741493299695,2024-06-17 13:24:22.824068,2024-06-17 13:24:56.460516,True,Q^-2 power series,True,True,6,True,False,False,False,False,False,True,True,True,False,6
7,7,TrialState.COMPLETE,19.85261360919628,2024-06-17 13:24:22.824113,2024-06-17 13:24:53.972248,True,Q^-2 power series,True,True,10,False,False,True,False,False,True,True,True,True,True,7
8,8,TrialState.COMPLETE,43.188511839239965,2024-06-17 13:24:22.830176,2024-06-17 13:25:54.646019,False,cosine,True,True,14,True,True,False,True,True,True,False,True,False,True,8
9,9,TrialState.COMPLETE,23.755776323458907,2024-06-17 13:24:22.833091,2024-06-17 13:24:46.065769,True,chebyschev,False,True,8,True,False,True,True,True,True,False,False,True,False,9
10,10,TrialState.COMPLETE,44.92955438999775,2024-06-17 13:24:46.072021,2024-06-17 13:25:55.278440,False,chebyschev,False,True,15,False,False,False,False,False,True,True,True,False,True,10
11,11,TrialState.COMPLETE,66.9258193180041,2024-06-17 13:24:47.608028,2024-06-17 13:25:08.693378,False,chebyschev,True,False,11,False,False,True,True,True,False,False,True,True,False,11
12,12,TrialState.COMPLETE,12.424679372972584,2024-06-17 13:24:53.978239,2024-06-17 13:25:47.891211,True,log interpolate,True,True,4,False,True,False,True,False,True,False,True,False,True,12
