,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.057428,2024-09-14 04:55:26.302909,True,cosine,False,True,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.062485,2024-09-14 04:55:26.294809,False,cosine,False,True,10,False,False,True,False,False,False,False,True,False,False,1
2,2,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.070807,2024-09-14 04:55:26.655881,False,log interpolate,True,False,7,True,True,False,True,False,True,False,False,False,True,2
3,3,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.076461,2024-09-14 04:55:27.502694,False,inv interpolate,True,True,5,True,False,False,True,False,True,True,False,True,True,3
4,4,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.076597,2024-09-14 04:55:28.690689,False,inv interpolate,False,True,2,False,True,False,True,True,True,True,False,True,True,4
5,5,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.076763,2024-09-14 04:55:28.185118,True,chebyschev,True,False,8,False,False,False,True,False,True,True,True,False,True,5
6,6,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.077394,2024-09-14 04:55:27.820273,True,chebyschev,False,True,10,True,False,True,False,False,False,False,True,True,True,6
7,7,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.077770,2024-09-14 04:55:27.236066,True,inv interpolate,True,False,10,False,True,True,False,False,False,False,True,True,True,7
8,8,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.078028,2024-09-14 04:55:28.185301,False,chebyschev,False,False,1,False,True,False,False,False,True,False,True,True,False,8
9,9,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.087261,2024-09-14 04:55:28.501363,False,Q^-2 power series,True,False,14,False,True,False,False,False,False,False,True,False,True,9
10,10,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.087595,2024-09-14 04:55:27.759053,False,log interpolate,True,True,1,True,True,False,True,False,False,False,True,True,False,10
11,11,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.088932,2024-09-14 04:55:26.870838,False,Q^-2 power series,True,False,7,True,True,True,False,True,True,True,True,True,True,11
12,12,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.088957,2024-09-14 04:55:28.670069,True,chebyschev,False,False,14,True,False,False,False,False,True,False,True,False,False,12
13,13,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.088983,2024-09-14 04:55:27.493928,False,inv interpolate,True,False,15,True,True,False,False,False,True,False,False,False,True,13
14,14,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.090165,2024-09-14 04:55:28.508431,False,chebyschev,False,True,2,False,True,False,True,False,True,True,False,True,True,14
15,15,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.090266,2024-09-14 04:55:28.679652,False,inv interpolate,False,False,14,False,False,False,False,True,False,True,True,False,True,15
16,16,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.090403,2024-09-14 04:55:28.554649,True,log interpolate,True,True,1,True,False,False,False,True,False,True,True,False,True,16
17,17,TrialState.COMPLETE,1000000000.0,2024-09-14 04:55:26.090490,2024-09-14 04:55:27.212954,True,chebyschev,False,False,15,False,False,True,True,True,False,False,True,True,True,17
