Date_Time,CsBr,CsBr_sig,PbBr2,PbBr2_sig,CsPbBr3,CsPbBr3_sig,Cs4PbBr6,Cs4PbBr6_sig,time
2024-06-18 12:50:27,0.27098,0.00625,0.44917,0.00718,0.05187,0.00312,0.22798,0.00344,90
2024-06-18 11:24:56,0.35338,0.00825,0.57573,0.0097,0.05486,0.00376,0.01603,0.00241,30
2024-06-18 12:24:38,0.33011,0.00666,0.50982,0.00706,0.06052,0.00286,0.09955,0.00253,60
2024-06-18 11:01:50,0.13255,0.00465,0.35355,0.00829,0.04372,0.00314,0.47019,0.00835,180
2024-06-18 09:48:10,0.22476,0.00847,0.39939,0.01298,0.05948,0.00385,0.31638,0.00859,120
2024-06-18 10:10:07,0.18409,0.00561,0.36767,0.00854,0.06172,0.0037,0.38653,0.00658,150
