,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,19.984889813104104,2024-06-18 02:24:56.215296,2024-06-18 02:25:49.888388,True,cosine,False,True,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,42.193609226259106,2024-06-18 02:24:56.219918,2024-06-18 02:46:40.162690,False,cosine,False,False,10,True,False,True,False,False,False,False,True,False,False,1
2,2,TrialState.COMPLETE,74.1635064000498,2024-06-18 02:24:56.225819,2024-06-18 02:25:18.332701,False,chebyschev,False,True,2,True,False,False,False,True,False,False,True,True,True,2
3,3,TrialState.COMPLETE,44.099227417210244,2024-06-18 02:24:56.232475,2024-06-18 02:27:02.461924,False,inv interpolate,False,True,1,True,False,True,True,True,True,False,True,False,True,3
4,4,TrialState.COMPLETE,74.1635064000498,2024-06-18 02:24:56.232618,2024-06-18 02:25:19.244177,False,chebyschev,False,True,2,True,False,True,True,True,True,True,False,True,False,4
5,5,TrialState.COMPLETE,25.827319913806257,2024-06-18 02:24:56.232788,2024-06-18 02:25:20.794867,True,log interpolate,True,True,13,True,False,True,False,True,False,False,False,True,False,5
6,6,TrialState.COMPLETE,74.369476350509,2024-06-18 02:24:56.232885,2024-06-18 02:25:16.328123,False,Q^-2 power series,True,True,11,True,True,True,True,False,False,True,True,True,False,6
7,7,TrialState.COMPLETE,74.52065146574685,2024-06-18 02:24:56.233287,2024-06-18 02:25:17.595217,False,inv interpolate,True,False,15,True,True,False,False,True,False,False,True,True,True,7
8,8,TrialState.COMPLETE,26.68606632873208,2024-06-18 02:24:56.233539,2024-06-18 02:25:20.240241,True,chebyschev,False,False,10,False,False,True,True,True,True,True,True,True,False,8
9,9,TrialState.COMPLETE,26.70240244919679,2024-06-18 02:24:56.233803,2024-06-18 02:25:22.357409,True,cosine,False,True,8,False,False,False,False,True,True,True,True,True,False,9
10,10,TrialState.COMPLETE,51.646924292182085,2024-06-18 02:25:16.333410,2024-06-18 02:26:38.772603,False,chebyschev,False,True,15,False,False,False,False,False,True,True,True,False,True,10
11,11,TrialState.COMPLETE,74.369476350509,2024-06-18 02:25:17.605129,2024-06-18 02:25:40.038532,False,chebyschev,True,False,11,False,False,True,True,True,False,False,True,True,False,11
12,12,TrialState.COMPLETE,18.14806800467956,2024-06-18 02:25:18.366036,2024-06-18 02:26:08.842747,True,log interpolate,True,True,4,False,True,False,True,False,True,False,True,False,True,12
13,13,TrialState.COMPLETE,74.369476350509,2024-06-18 02:25:19.251161,2024-06-18 02:25:40.033434,False,Q^-2 power series,True,True,15,False,False,False,False,False,False,False,False,True,True,13
14,14,TrialState.COMPLETE,74.1635064000498,2024-06-18 02:25:20.247923,2024-06-18 02:25:42.782942,False,Q^2 power series,False,False,15,True,False,True,True,True,False,False,False,True,True,14
15,15,TrialState.COMPLETE,50.899530225548794,2024-06-18 02:25:20.819025,2024-06-18 02:26:31.749552,False,log interpolate,False,False,16,False,False,False,False,False,True,True,True,False,True,15
16,16,TrialState.COMPLETE,79.13969865239541,2024-06-18 02:25:22.371254,2024-06-18 02:25:51.559470,True,Q^2 power series,False,True,6,True,False,False,True,True,False,True,False,False,False,16
