,trial,state,Rwp,datetime_start,datetime_complete,Backgroundrefine,Backgroundtype,Instrument_parametersrefineZero,Mustrainrefine,Numberofcoefficients,Peakshape_parametersrefineSH/L,Peakshape_parametersrefineU,Peakshape_parametersrefineV,Peakshape_parametersrefineW,Peakshape_parametersrefineX,Peakshape_parametersrefineY,Phase_parametersrefinephase0,Sample_parametersrefineShift,Sample_parametersrefineSurfRoughA,Sample_parametersrefineSurfRoughB,system_attrs_number
0,0,TrialState.COMPLETE,26.410564222039785,2024-06-17 13:10:50.053712,2024-06-17 13:11:45.076711,True,cosine,False,True,2,False,False,True,False,True,True,False,False,False,True,0
1,1,TrialState.COMPLETE,61.46533060702781,2024-06-17 13:10:50.058550,2024-06-17 13:12:15.100152,False,cosine,False,True,10,False,False,True,False,False,False,False,True,False,False,1
2,2,TrialState.COMPLETE,23.948651368728346,2024-06-17 13:10:50.063950,2024-06-17 13:11:10.448935,True,inv interpolate,True,True,2,True,False,False,True,True,True,True,False,True,False,2
3,3,TrialState.COMPLETE,72.32488787071586,2024-06-17 13:10:50.064630,2024-06-17 13:11:10.075419,False,chebyschev,False,False,8,True,False,True,True,True,True,True,False,True,True,3
4,4,TrialState.COMPLETE,72.32488787071586,2024-06-17 13:10:50.064818,2024-06-17 13:11:11.142132,False,Q^-2 power series,False,True,11,False,True,True,False,False,False,False,False,True,False,4
5,5,TrialState.COMPLETE,85.53113867019258,2024-06-17 13:10:50.070372,2024-06-17 13:11:01.126446,True,inv interpolate,True,False,10,True,False,False,True,True,True,False,True,True,True,5
6,6,TrialState.COMPLETE,26.80283833673633,2024-06-17 13:10:50.070678,2024-06-17 13:11:12.880565,True,cosine,False,True,12,True,False,False,True,False,True,False,False,True,True,6
7,7,TrialState.COMPLETE,85.53113867019258,2024-06-17 13:10:50.070804,2024-06-17 13:11:00.615549,True,inv interpolate,True,True,14,True,True,True,True,True,False,False,True,False,False,7
8,8,TrialState.COMPLETE,14.248673122959591,2024-06-17 13:10:50.070871,2024-06-17 13:11:41.760488,True,chebyschev,True,True,4,False,True,False,False,True,True,False,False,False,False,8
9,9,TrialState.COMPLETE,70.25301765089688,2024-06-17 13:10:50.070972,2024-06-17 13:11:14.588252,False,inv interpolate,True,True,11,True,True,False,False,False,True,True,True,True,False,9
10,10,TrialState.COMPLETE,60.92464106780393,2024-06-17 13:11:00.632727,2024-06-17 13:12:15.834826,False,chebyschev,False,True,15,False,False,False,False,False,True,True,True,False,True,10
11,11,TrialState.COMPLETE,70.11002271134566,2024-06-17 13:11:01.144871,2024-06-17 13:11:25.146394,False,chebyschev,True,False,11,False,False,True,True,True,False,False,True,True,False,11
12,12,TrialState.COMPLETE,1000000000.0,2024-06-17 13:11:10.097262,2024-06-17 13:12:10.199636,True,log interpolate,True,True,4,False,True,False,True,False,True,False,True,False,True,12
13,13,TrialState.COMPLETE,70.11002271134566,2024-06-17 13:11:10.455095,2024-06-17 13:11:35.570915,False,Q^-2 power series,True,True,15,False,False,False,False,False,False,False,False,True,True,13
14,14,TrialState.COMPLETE,72.32488787071586,2024-06-17 13:11:11.165058,2024-06-17 13:11:32.833749,False,Q^2 power series,False,False,15,True,False,True,True,True,False,False,False,True,True,14
